,Resident,Work,percent,Number
1594,CT,NC,0.011887802,42389
1595,WY,NC,0.009614682,5526
1596,VT,NC,0.020178129,12626
1597,ID,NC,0.010032159,17563
1598,ND,ND,2.90406454,2186476
1599,MS,ND,0.017941689,53341
1600,VA,ND,0.001954852,16424
1601,WA,ND,0.012642537,94609
1602,NJ,ND,0.000925594,8237
1603,IL,ND,0.003698472,47020
1604,CA,ND,0.001620086,63833
1605,PA,ND,0.001832397,23456
1606,FL,ND,0.003427093,72760
1607,IA,ND,0.023313564,73539
1608,MA,ND,0.000825841,5696
1609,NV,ND,0.003704899,11202
1610,MN,ND,0.236233253,1325042
1611,TX,ND,0.007388789,211227
1612,MI,ND,0.016519674,165068
1613,AR,ND,0.008864688,26670
1614,DE,ND,0.005910222,5696
1615,AZ,ND,0.012663976,90573
1616,UT,ND,0.039212742,123766
1617,AL,ND,0.004727472,23042
1618,WI,ND,0.037486447,217815
1619,KS,ND,0.010516926,30381
1620,HI,ND,0.001208547,1662
1621,NY,ND,0.000814458,15896
1622,OH,ND,0.002160148,25232
1623,IN,ND,0.004040043,27024
1624,SC,ND,0.001716053,8654
1625,CO,ND,0.033310063,188519
1626,MO,ND,0.010470157,63948
1627,WY,ND,0.269599092,154951
1628,NC,ND,0.004248437,43700
1629,AK,ND,0.028066735,20152
1630,NE,ND,0.018759437,36068
1631,MT,ND,0.417366238,441884
1632,SD,ND,0.370108685,325243
1633,OR,ND,0.012520752,52439
1634,WV,ND,0.006083017,10979
1635,ME,ND,0.002293132,3066
1636,KY,ND,0.004042965,17998
1637,LA,ND,0.0136648,63460
1638,NH,ND,0.006293026,8528
1639,ID,ND,0.115116498,201531
1640,CT,ND,0.001395216,4975
1641,OK,ND,0.035659258,139903
1642,NM,ND,0.008594982,17910
1643,MD,ND,0.001392043,8364
1644,GA,ND,0.001963343,20529
1645,TN,ND,0.006787625,45812
1646,CA,OH,0.004100354,161558
1647,SC,OH,0.025565892,128928
1648,IN,OH,0.12902201,863033
1649,SD,OH,0.005661277,4975
1650,CT,OH,0.008322499,29676
1651,KS,OH,0.010100139,29177
1652,NV,OH,0.004629305,13997
1653,NY,OH,0.016829408,328464
1654,ME,OH,0.01339231,17906
1655,MA,OH,0.007482444,51608
1656,VA,OH,0.021432074,180065
1657,OK,OH,0.022520671,88356
1658,ID,OH,0.008930295,15634
1659,MN,OH,0.017189569,96417
1660,CO,OH,0.018709357,105886
1661,MI,OH,0.105769326,1056869
1662,AR,OH,0.020689923,62247
1663,KY,OH,0.189060856,841639
1664,TN,OH,0.03292721,222237
1665,HI,OH,0.006115452,8410
1666,MT,OH,0.015591116,16507
1667,NM,OH,0.006082713,12675
1668,AL,OH,0.020628166,100543
1669,PA,OH,0.087872394,1124830
1670,TX,OH,0.008765965,250597
1671,NH,OH,0.036241718,49113
1672,AZ,OH,0.008305906,59404
1673,OH,OH,0.731662283,8546313
1674,MD,OH,0.017877537,107416
1675,GA,OH,0.015876788,166010
1676,UT,OH,0.005997903,18931
1677,WA,OH,0.00359356,26892
1678,LA,OH,0.008191128,38040
1679,IA,OH,0.0174163,54937
1680,NE,OH,0.018277812,35142
1681,NJ,OH,0.019041927,169457
1682,MO,OH,0.020270333,123804
1683,WI,OH,0.03034627,176327
1684,FL,OH,0.021098898,447947
1685,MS,OH,0.009062166,26942
1686,WY,OH,0.009597283,5516
1687,RI,OH,0.014951357,15742
1688,NC,OH,0.024349958,250467
1689,DC,OH,0.024887584,17379
1690,DE,OH,0.016352721,15760
1691,OR,OH,0.005202515,21789
1692,VT,OH,0.045166662,28262
1693,IL,OH,0.023473181,298423
1694,WV,OH,0.321147169,579626
1695,HI,OK,0.007718122,10614
1696,AR,OK,0.146366408,440353
1697,NY,OK,0.002168439,42322
1698,OR,OK,0.003587488,15025
1699,PA,OK,0.007397708,94696
1700,WV,OK,0.005467457,9868
1701,DE,OK,0.001956931,1886
1702,IN,OK,0.007231235,48370
1703,OK,OK,1.490779387,5848818
1704,CT,OK,0.00103877,3704
1705,ID,OK,0.004380037,7668
1706,CO,OK,0.014113032,79873
1707,AZ,OK,0.00941804,67358
1708,KY,OK,0.007323747,32603
1709,MD,OK,0.003285049,19738
1710,WI,OK,0.009979176,57984
1711,MO,OK,0.05052291,308576
1712,MN,OK,0.009404638,52751
1713,AL,OK,0.010711595,52209
1714,WA,OK,0.00120253,8999
1715,NC,OK,0.002820884,29016
1716,IL,OK,0.006802529,86483
1717,AK,OK,0.00965177,6930
1718,NH,OK,0.002040363,2765
1719,TX,OK,0.048214783,1378340
1720,UT,OK,0.010428132,32914
1721,WY,OK,0.040931124,23525
1722,ME,OK,0.001450971,1940
1723,NJ,OK,0.00179107,15939
1724,MI,OK,0.006605247,66001
1725,MS,OK,0.012432476,36962
1726,MT,OK,0.00537996,5696
1727,TN,OK,0.012462993,84117
1728,GA,OK,0.003499473,36591
1729,OH,OK,0.004318841,50447
1730,SD,OK,2.28E-06,2
1731,MA,OK,0.000822796,5675
1732,ND,OK,0.001187406,894
1733,LA,OK,0.03350223,155586
1734,FL,OK,0.00388845,82555
1735,VA,OK,0.001479112,12427
1736,SC,OK,0.003552867,17917
1737,KS,OK,0.168803561,487635
1738,RI,OK,0.004053639,4268
1739,NV,OK,0.003761455,11373
1740,NM,OK,0.021910246,45656
1741,CA,OK,0.002099415,82719
1742,IA,OK,0.007850444,24763
1743,NE,OK,0.024609668,47316
1744,ME,OR,0.004586264,6132
1745,DC,OR,0.008136904,5682
1746,OR,OR,0.376844094,1578286
1747,DE,OR,0.002750702,2651
1748,WA,OR,0.07668533,573866
1749,TN,OR,0.001437473,9702
1750,VT,OR,0.006175217,3864
1751,MS,OR,0.003692878,10979
1752,AK,OR,0.004168506,2993
1753,LA,OR,0.001923322,8932
1754,CA,OR,0.008990765,354245
1755,AZ,OR,0.005111284,36556
1756,MD,OR,0.002584367,15528
1757,GA,OR,0.002799406,29271
1758,CT,OR,0.000545466,1945
1759,AL,OR,0.00148131,7220
1760,HI,OR,0.013811759,18994
1761,NV,OR,0.011537708,34885
1762,PA,OR,0.002798358,35821
1763,TX,OR,0.002098015,59977
1764,NC,OR,0.002582311,26562
1765,KY,OR,0.00201362,8964
1766,MN,OR,0.004554968,25549
1767,OK,OR,0.005216743,20467
1768,MA,OR,0.001433333,9886
1769,SC,OR,0.001459854,7362
1770,IL,OR,0.00286549,36430
1771,ID,OR,0.089568565,156805
1772,NJ,OR,0.000514768,4581
1773,WV,OR,0.000872089,1574
1774,NM,OR,0.006986842,14559
1775,VA,OR,0.004128827,34689
1776,FL,OR,0.00116816,24801
1777,UT,OR,0.007749337,24459
1778,ND,OR,0.005202536,3917
1779,MI,OR,0.003859107,38561
1780,NH,OR,0.007208053,9768
1781,KS,OR,0.003733766,10786
1782,MT,OR,0.034554151,36584
1783,NY,OR,0.002061867,40242
1784,NE,OR,0.003327163,6397
1785,AR,OR,0.004369191,13145
1786,MO,OR,0.002583483,15779
1787,OH,OR,0.002991863,34947
1788,CO,OR,0.003730881,21115
1789,WI,OR,0.003818432,22187
1790,IN,OR,0.003887256,26002
1791,IA,OR,0.004576546,14436
1792,VA,PA,0.0476851,400634
1793,TX,PA,0.010415882,297764
1794,CA,PA,0.005611941,221116
1795,NM,PA,0.008312802,17322
1796,AL,PA,0.015900694,77501
1797,PA,PA,0.606723637,7766500
1798,OK,PA,0.031253306,122617
1799,WY,PA,0.011057058,6355
1800,LA,PA,0.029976428,139212
1801,KY,PA,0.031178321,138796
1802,NJ,PA,0.116281079,1034803
1803,IA,PA,0.008477515,26741
1804,TN,PA,0.022276246,150350
1805,WA,PA,0.006637235,49669
1806,IN,PA,0.023865767,159639
1807,IL,PA,0.014620053,185870
1808,ID,PA,0.010911822,19103
1809,SD,PA,0.024209782,21275
1810,AK,PA,0.012665685,9094
1811,CT,PA,0.039543368,141002
1812,RI,PA,0.028567331,30078
1813,ME,PA,0.061507693,82238
1814,MO,PA,0.021217016,129586
1815,KS,PA,0.011924098,34446
1816,ND,PA,0.019942835,15015
1817,NH,PA,0.05058772,68554
1818,OH,PA,0.076168853,889704
1819,AZ,PA,0.011934252,85354
1820,MT,PA,0.005462132,5783
1821,NV,PA,0.008765153,26502
1822,FL,PA,0.022641467,480697
1823,SC,PA,0.030201256,152304
1824,AR,PA,0.020120549,60534
1825,CO,PA,0.013192459,74663
1826,MD,PA,0.108545088,652186
1827,UT,PA,0.0151923,47951
1828,DE,PA,0.161181173,155339
1829,VT,PA,0.062185266,38911
1830,WI,PA,0.018012908,104664
1831,MI,PA,0.039734165,397032
1832,NE,PA,0.009530551,18324
1833,MN,PA,0.013640835,76512
1834,OR,PA,0.005345059,22386
1835,WV,PA,0.364382077,657659
1836,MA,PA,0.027799059,191736
1837,NC,PA,0.030865815,317490
1838,NY,PA,0.06614918,1291051
1839,GA,PA,0.020169766,210898
1840,MS,PA,0.019373903,57599
1841,DC,PA,0.029607619,20675
1842,FL,RI,0.003618183,76817
1843,WA,RI,0.000443516,3319
1844,VT,RI,0.066930147,41880
1845,MD,RI,0.004553433,27359
1846,NC,RI,0.000552394,5682
1847,LA,RI,0.001162132,5397
1848,MN,RI,0.000688888,3864
1849,VA,RI,0.004408057,37035
1850,GA,RI,0.000497889,5206
1851,PA,RI,0.002012074,25756
1852,OH,RI,0.001447947,16913
1853,NJ,RI,0.005205777,46327
1854,CA,RI,0.000497576,19605
1855,IL,RI,0.001716698,21825
1856,DE,RI,0.00318131,3066
1857,RI,RI,0.081639805,85957
1858,IA,RI,0.002420789,7636
1859,CO,RI,0.000256029,1449
1860,CT,RI,0.025677304,91559
1861,NY,RI,0.005752189,112267
1862,MI,RI,0.000968054,9673
1863,AZ,RI,0.000184983,1323
1864,IN,RI,0.000216623,1449
1865,HI,RI,0.000765704,1053
1866,DC,RI,0.004214521,2943
1867,AR,RI,0.000898435,2703
1868,NH,RI,0.049449102,67011
1869,WI,RI,0.001521212,8839
1870,KY,RI,0.000688728,3066
1871,ME,RI,0.030247503,40442
1872,SC,RI,0.001129493,5696
1873,KS,RI,0.000575331,1662
1874,MA,RI,0.020815947,143572
1875,MO,RI,0.00063265,3864
1876,OK,SC,0.002252934,8839
1877,WI,SC,0.009828242,57107
1878,OR,SC,0.002789048,11681
1879,WA,SC,0.000864448,6469
1880,AL,SC,0.018428974,89824
1881,MD,SC,0.003810311,22894
1882,IL,SC,0.002839375,36098
1883,NM,SC,0.002967212,6183
1884,MO,SC,0.011337594,69246
1885,IN,SC,0.006612761,44233
1886,TX,SC,0.002731194,78078
1887,CO,SC,0.003099909,17544
1888,WV,SC,0.010086095,18204
1889,LA,SC,0.00959486,44559
1890,AZ,SC,0.003020126,21600
1891,NJ,SC,0.0036917,32853
1892,WY,SC,0.007798227,4482
1893,VT,SC,0.003100394,1940
1894,UT,SC,0.005860399,18497
1895,NE,SC,0.004717425,9070
1896,CA,SC,0.002225858,87701
1897,DE,SC,0.011364933,10953
1898,RI,SC,0.00995934,10486
1899,IA,SC,0.005575169,17586
1900,MI,SC,0.005395104,53909
1901,NH,SC,0.00646939,8767
1902,FL,SC,0.013380922,284088
1903,SD,SC,0.006604633,5804
1904,NV,SC,0.005165758,15619
1905,TN,SC,0.02624804,177157
1906,MN,SC,0.007108524,39872
1907,GA,SC,0.077150996,806702
1908,MT,SC,0.00687985,7284
1909,KS,SC,0.002078392,6004
1910,KY,SC,0.010687643,47578
1911,CT,SC,0.004327273,15430
1912,NY,SC,0.003733566,72869
1913,MS,SC,0.012301296,36572
1914,VA,SC,0.018114754,152194
1915,ID,SC,0.003631181,6357
1916,NC,SC,0.120594836,1240455
1917,PA,SC,0.008324062,106554
1918,SC,SC,0.60854449,3068871
1919,HI,SC,0.002681055,3687
1920,MA,SC,0.003864025,26651
1921,ME,SC,0.007581696,10137
1922,OH,SC,0.0048052,56128
1923,AR,SC,0.006852434,20616
1924,NC,SD,0.000273475,2813
1925,WV,SD,0.004795383,8655
1926,MI,SD,0.003077899,30755
1927,IN,SD,0.002573315,17213
1928,AZ,SD,0.003972585,28412
1929,ME,SD,0.007073108,9457
1930,WA,SD,0.001785956,13365
1931,TX,SD,0.000717761,20519
1932,MO,SD,0.002936484,17935
1933,IL,SD,0.001256002,15968
1934,CO,SD,0.00757785,42887
1935,AL,SD,0.001168635,5696
1936,AK,SD,0.005097472,3660
1937,NY,SD,0.000929075,18133
1938,MN,SD,0.085732124,480875
1939,WI,SD,0.007605197,44190
1940,NE,SD,0.118251338,227357
1941,AR,SD,0.003298581,9924
1942,OK,SD,0.003768483,14785
1943,NV,SD,0.002044938,6183
1944,MT,SD,0.045141224,47793
1945,SD,SD,2.916005995,2562519
1946,KS,SD,0.010215759,29511
1947,WY,SD,0.070528547,40536
1948,NH,SD,0.002851343,3864
1949,SC,SD,0.002366463,11934
1950,UT,SD,0.003327662,10503
1951,FL,SD,0.00077265,16404
1952,OR,SD,0.001739186,7284
1953,CA,SD,0.000358925,14142
1954,LA,SD,0.002377236,11040
1955,OH,SD,0.000428913,5010
1956,KY,SD,0.001179554,5251
1957,PA,SD,0.000753551,9646
1958,GA,SD,0.001012515,10587
1959,ND,SD,0.223730313,168447
1960,IA,SD,0.059988384,189224
1961,ID,SD,0.002243712,3928
1962,TN,SD,0.000258544,1745
1963,MO,TN,0.022129806,135161
1964,VA,TN,0.036334962,305274
1965,IN,TN,0.023698927,158523
1966,NM,TN,0.003850705,8024
1967,ND,TN,2.66E-06,2
1968,WI,TN,0.009655623,56104
1969,MI,TN,0.017953891,179399
1970,MD,TN,0.007567696,45470
1971,WV,TN,0.038059441,68692
1972,NE,TN,0.017048265,32778
1973,UT,TN,0.00896628,28300
1974,NC,TN,0.043443617,446867
1975,OK,TN,0.023080144,90551
1976,ID,TN,0.008928582,15631
1977,HI,TN,0.000648631,892
1978,NV,TN,0.009619112,29084
1979,DC,TN,0.016754976,11700
1980,NJ,TN,0.004848102,43144
1981,SD,TN,0.00439702,3864
1982,AZ,TN,0.003905191,27930
1983,FL,TN,0.012228164,259614
1984,SC,TN,0.028280166,142616
1985,NH,TN,0.002038887,2763
1986,AL,TN,0.111137851,541693
1987,AR,TN,0.061521336,185091
1988,AK,TN,0.008362082,6004
1989,LA,TN,0.016942758,78683
1990,TX,TN,0.009460534,270453
1991,TN,TN,0.892275573,6022273
1992,CO,TN,0.01015987,57500
1993,CA,TN,0.00316822,124831
1994,PA,TN,0.013162149,168485
1995,MT,TN,0.00704514,7459
1996,NY,TN,0.004208326,82135
1997,GA,TN,0.054709551,572051
1998,CT,TN,0.008624819,30754
1999,IL,TN,0.012955033,164702
2000,MA,TN,0.004067876,28057
2001,RI,TN,0.013298749,14002
2002,MN,TN,0.013272857,74448
2003,KS,TN,0.010639815,30736
2004,OR,TN,0.002402483,10062
2005,KY,TN,0.177002495,787959
2006,IA,TN,0.008981582,28331
2007,ME,TN,0.005980392,7996
2008,MS,TN,0.128837007,383035
2009,WA,TN,0.00526406,39393
2010,OH,TN,0.016692093,194975
2011,VT,TN,0.026156774,16367
2012,LA,TX,0.34762144,1614371
2013,CO,TX,0.066365687,375598
2014,ID,TX,0.033800202,59173
2015,IL,TX,0.024985684,317652
2016,DE,TX,0.024249964,23371
2017,IN,TX,0.027984297,187188
2018,TN,TX,0.055609569,375328
2019,VT,TX,0.020956423,13113
2020,OR,TX,0.018738747,78481
2021,AK,TX,0.018966495,13618
2022,SC,TX,0.032591317,164357
2023,NV,TX,0.030063858,90900
2024,AZ,TX,0.03074111,219861
2025,KY,TX,0.031253573,139131
2026,FL,TX,0.029903126,634868
2027,MS,TX,0.175177093,520805
2028,CT,TX,0.019021212,67825
2029,PA,TX,0.026757087,342510
2030,AR,TX,0.200262517,602503
2031,MO,TX,0.054947693,335601
2032,NE,TX,0.048144783,92566
2033,ND,TX,0.033163679,24969
2034,MA,TX,0.01441075,99394
2035,WI,TX,0.036273298,210766
2036,KS,TX,0.101265867,292534
2037,NM,TX,0.199808137,416355
2038,SD,TX,0.045481391,39968
2039,NC,TX,0.030470039,313419
2040,MN,TX,0.038577896,216385
2041,WA,TX,0.013844934,103607
2042,NJ,TX,0.017561336,156281
2043,OK,TX,0.494604709,1940497
2044,DC,TX,0.017575541,12273
2045,IA,TX,0.040850332,128856
2046,HI,TX,0.02129937,29291
2047,WV,TX,0.032851283,59292
2048,WY,TX,0.0778831,44763
2049,RI,TX,0.012919789,13603
2050,VA,TX,0.02646358,222338
2051,UT,TX,0.050707005,160045
2052,CA,TX,0.01328581,523474
2053,GA,TX,0.038467428,402221
2054,OH,TX,0.02832669,330875
2055,ME,TX,0.04164211,55677
2056,AL,TX,0.064755407,315622
2057,TX,TX,0.76276098,21805428
2058,NH,TX,0.042825486,58035
2059,MT,TX,0.076589808,81089
2060,MI,TX,0.039610669,395798
2061,MD,TX,0.017103958,102768
2062,NY,TX,0.013114236,255954
2063,IA,UT,0.002510823,7920
2064,WA,UT,0.007271173,54413
2065,DE,UT,0.006409312,6177
2066,NM,UT,0.017044555,35517
2067,KY,UT,0.002275095,10128
2068,MS,UT,0.005237772,15572
2069,IN,UT,0.002246213,15025
2070,ND,UT,0.010387806,7821
2071,ME,UT,0.00449053,6004
2072,GA,UT,0.001012419,10586
2073,OK,UT,0.007322863,28730
2074,TN,UT,0.003483895,23514
2075,WY,UT,0.118419267,68061
2076,NY,UT,0.002439686,47616
2077,WV,UT,0.001698746,3066
2078,NV,UT,0.024546529,74218
2079,AK,UT,0.015427512,11077
2080,MI,UT,0.004349189,43458
2081,NJ,UT,0.00189254,16842
2082,VA,UT,0.002940252,24703
2083,KS,UT,0.000364515,1053
2084,NC,UT,0.00176733,18179
2085,MT,UT,0.043313587,45858
2086,MA,UT,0.00328553,22661
2087,HI,UT,0.007214197,9921
2088,PA,UT,0.003098654,39665
2089,MN,UT,0.00728128,40841
2090,CA,UT,0.004031752,158855
2091,NE,UT,0.01187106,22824
2092,OH,UT,0.00181111,21155
2093,FL,UT,0.001757586,37315
2094,CT,UT,0.001572458,5607
2095,VT,UT,0.017681832,11064
2096,ID,UT,0.12153347,212765
2097,NH,UT,0.011735962,15904
2098,MO,UT,0.003024079,18470
2099,MD,UT,0.001362085,8184
2100,CO,UT,0.030853318,174615
2101,AZ,UT,0.015999398,114428
2102,AR,UT,0.001995635,6004
2103,UT,UT,0.334794869,1056703
2104,TX,UT,0.003846891,109973
2105,SD,UT,0.016619688,14605
2106,OR,UT,0.007542918,31591
2107,WI,UT,0.00645762,37522
2108,IL,UT,0.001295252,16467
2109,AL,UT,0.002392254,11660
2110,LA,UT,0.004012232,18633
2111,MS,VT,0.001195081,3553
2112,NC,VT,0.001936295,19917
2113,IL,VT,0.001673436,21275
2114,NJ,VT,0.003020063,26876
2115,VA,VT,0.002052809,17247
2116,NY,VT,0.010436504,203692
2117,WV,VT,0.000802832,1449
2118,KY,VT,0.001014672,4517
2119,WA,VT,0.000140712,1053
2120,CT,VT,0.010827998,38610
2121,MN,VT,0.001737374,9745
2122,NV,VT,0.001645409,4975
2123,AZ,VT,0.000617448,4416
2124,MO,VT,0.001019542,6227
2125,OK,VT,0.001142397,4482
2126,AL,VT,0.002400461,11700
2127,MA,VT,0.017373542,119829
2128,OH,VT,0.001306088,15256
2129,FL,VT,0.001267638,26913
2130,NH,VT,0.094306834,127800
2131,UT,VT,0.001527753,4822
2132,VT,VT,0.850308521,532061
2133,MI,VT,0.001423609,14225
2134,PA,VT,0.001713732,21937
2135,MD,VT,0.000313892,1886
2136,CO,VT,0.00103666,5867
2137,ME,VT,0.041731113,55796
2138,TN,VT,0.000538719,3636
2139,TX,VT,0.001134587,32435
2140,RI,VT,0.025689513,27048
2141,CA,VT,0.000108322,4268
2142,SC,VT,0.00017688,892
2143,DC,VT,0.007124445,4975
2144,GA,VT,0.000170617,1784
2145,OR,VT,0.000251423,1053
2146,IN,VT,0.001240537,8298
2147,CT,VA,0.017091747,60945
2148,ND,VA,0.007977134,6006
2149,UT,VA,0.01243303,39242
2150,WA,VA,0.006923336,51810
2151,AK,VA,0.017306334,12426
2152,SC,VA,0.055534151,280057
2153,OH,VA,0.027466466,320827
2154,MN,VA,0.006952525,38997
2155,IA,VA,0.014436599,45538
2156,MS,VA,0.008051073,23936
2157,GA,VA,0.022595039,236257
2158,WI,VA,0.012276396,71332
2159,IL,VA,0.0099316,126264
2160,KS,VA,0.011932406,34470
2161,HI,VA,0.015197007,20899
2162,OK,VA,0.016893307,66278
2163,NE,VA,0.004836011,9298
2164,OR,VA,0.005361057,22453
2165,CA,VA,0.005288218,208361
2166,MO,VA,0.010370937,63342
2167,FL,VA,0.02145409,455488
2168,PA,VA,0.057995561,742385
2169,NY,VA,0.013607901,265589
2170,CO,VA,0.016330887,92425
2171,NJ,VA,0.023731138,211187
2172,TX,VA,0.009239039,264121
2173,MA,VA,0.014753498,101758
2174,AR,VA,0.011536725,34709
2175,LA,VA,0.012429025,57721
2176,IN,VA,0.00873788,58448
2177,DE,VA,0.088073305,84881
2178,MT,VA,0.004280544,4532
2179,KY,VA,0.041003818,182536
2180,NM,VA,0.006791044,14151
2181,ID,VA,0.012194189,21348
2182,WV,VA,0.402553438,726553
2183,NV,VA,0.005621512,16997
2184,SD,VA,0.019464551,17105
2185,ME,VA,0.036246593,48463
2186,RI,VA,0.016787272,17675
2187,VT,VA,0.032971248,20631
2188,DC,VA,0.171770013,119947
2189,NH,VA,0.038272488,51865
2190,MD,VA,0.155964266,937101
2191,VA,VA,1.360703837,11432171
2192,AZ,VA,0.00470091,33621
2193,MI,VA,0.012245243,122357
2194,NC,VA,0.163626345,1683083
2195,TN,VA,0.051181582,345442
2196,AL,VA,0.018110144,88270
2197,MN,WA,0.008957324,50242
2198,WV,WA,0.002943717,5313
2199,PA,WA,0.005806782,74331
2200,KY,WA,0.004983958,22187
2201,LA,WA,0.005876984,27293
2202,NH,WA,0.003426186,4643
2203,HI,WA,0.018907726,26002
2204,OR,WA,0.113945552,477223
2205,VT,WA,0.020039091,12539
2206,IL,WA,0.004208329,53502
2207,NY,WA,0.00255087,49786
2208,MD,WA,0.00925083,55583
2209,NM,WA,0.007269022,15147
2210,WA,WA,0.27430908,2052761
2211,NE,WA,0.007079258,13611
2212,AZ,WA,0.012080645,86401
2213,TX,WA,0.00398258,113852
2214,WY,WA,0.018181945,10450
2215,RI,WA,0.00759725,7999
2216,ME,WA,0.01554184,20780
2217,DC,WA,0.031545181,22028
2218,TN,WA,0.002909617,19638
2219,MA,WA,0.002904072,20030
2220,IN,WA,0.002547751,17042
2221,FL,WA,0.004057308,86140
2222,NV,WA,0.011752025,35533
2223,WI,WA,0.014057998,81684
2224,SD,WA,0.007730061,6793
2225,MS,WA,0.004416721,13131
2226,KS,WA,0.012491121,36084
2227,SC,WA,0.002798748,14114
2228,NJ,WA,0.003167942,28192
2229,AR,WA,0.004728499,14226
2230,GA,WA,0.005686513,59459
2231,CT,WA,0.00487302,17376
2232,AK,WA,0.054400887,39060
2233,MT,WA,0.097987804,103744
2234,VA,WA,0.007048369,59218
2235,DE,WA,0.004850823,4675
2236,MI,WA,0.007141165,71356
2237,ID,WA,0.152570159,267100
2238,NC,WA,0.003217243,33093
2239,IA,WA,0.006313516,19915
2240,OH,WA,0.003506474,40958
2241,AL,WA,0.007248982,35332
2242,CO,WA,0.015614749,88372
2243,OK,WA,0.010656256,41808
2244,MO,WA,0.005165821,31551
2245,CA,WA,0.007742395,305058
2246,UT,WA,0.014572264,45994
2247,NJ,WV,0.001207531,10746
2248,VA,WV,0.042256292,355023
2249,WA,WV,0.00180894,13537
2250,MI,WV,0.003505132,35024
2251,CT,WV,0.00145467,5187
2252,CA,WV,0.000661862,26078
2253,KY,WV,0.070215916,312579
2254,GA,WV,0.001795499,18774
2255,AZ,WV,0.000362415,2592
2256,OH,WV,0.055653267,650068
2257,MN,WV,0.002507024,14062
2258,OK,WV,0.01161743,45579
2259,ME,WV,0.000667147,892
2260,NH,WV,0.005499756,7453
2261,WV,WV,1.581054164,2853583
2262,NY,WV,0.002443119,47683
2263,LA,WV,0.007146565,33189
2264,MA,WV,0.000273444,1886
2265,MT,WV,0.003649607,3864
2266,CO,WV,0.001006446,5696
2267,UT,WV,0.003217405,10155
2268,WI,WV,0.004922124,28600
2269,MD,WV,0.028041416,168485
2270,NC,WV,0.007734682,79560
2271,FL,WV,0.003539335,75143
2272,AR,WV,0.003035001,9131
2273,NM,WV,0.003428875,7145
2274,AL,WV,0.00259537,12650
2275,MO,WV,0.004866851,29725
2276,OR,WV,0.001433563,6004
2277,PA,WV,0.047916051,613360
2278,DC,WV,0.019374194,13529
2279,ID,WV,0.001514277,2651
2280,VT,WV,0.0048999,3066
2281,IN,WV,0.006180411,41341
2282,IL,WV,0.001345671,17108
2283,MS,WV,0.005213554,15500
2284,SC,WV,0.008054184,40617
2285,TX,WV,0.00204439,58444
2286,TN,WV,0.008120643,54809
2287,WY,WV,0.011916568,6849
2288,IA,WV,0.002998088,9457
2289,NC,WI,0.007434958,76477
2290,WA,WI,0.007973662,59670
2291,MT,WI,0.02612624,27661
2292,NJ,WI,0.004697863,41807
2293,TN,WI,0.010866689,73343
2294,MI,WI,0.069019787,689660
2295,ME,WI,0.014437906,19304
2296,OR,WI,0.002512077,10521
2297,CT,WI,0.008814961,31432
2298,AL,WI,0.006073782,29604
2299,NM,WI,0.005856201,12203
2300,KS,WI,0.012286882,35494
2301,KY,WI,0.007334754,32652
2302,UT,WI,0.00606507,19143
2303,VT,WI,0.009376293,5867
2304,MN,WI,0.169496889,950715
2305,OK,WI,0.018560004,72817
2306,MO,WI,0.022006191,134406
2307,NE,WI,0.015399507,29608
2308,GA,WI,0.007844765,82026
2309,WI,WI,1.237446347,7190182
2310,NY,WI,0.005714274,111527
2311,WV,WI,0.005894637,10639
2312,MA,WI,0.003614504,24930
2313,FL,WI,0.009359646,198713
2314,ND,WI,0.023142454,17424
2315,DE,WI,0.003856793,3717
2316,LA,WI,0.004844695,22499
2317,RI,WI,0.004145768,4365
2318,TX,WI,0.006540551,186978
2319,SC,WI,0.00799648,40326
2320,MD,WI,0.008843735,53137
2321,NH,WI,0.016122927,21849
2322,PA,WI,0.011165777,142930
2323,VA,WI,0.004029204,33852
2324,AZ,WI,0.008012423,57305
2325,OH,WI,0.014475955,169089
2326,ID,WI,0.007098996,12428
2327,IL,WI,0.057792668,734739
2328,CO,WI,0.011792517,66740
2329,CA,WI,0.002671583,105263
2330,IN,WI,0.021673523,144975
2331,AR,WI,0.011117257,33447
2332,NV,WI,0.010441651,31571
2333,IA,WI,0.093067528,293567
2334,MS,WI,0.007841185,23312
2335,SD,WI,0.029921129,26294
2336,MO,WY,0.003680633,22480
2337,MN,WY,0.003290402,18456
2338,DE,WY,0.005910222,5696
2339,MA,WY,0.000774806,5344
2340,AL,WY,0.001248855,6087
2341,PA,WY,0.001443747,18481
2342,ND,WY,0.013050835,9826
2343,UT,WY,0.06863703,216637
2344,WV,WY,0.002140885,3864
2345,OH,WY,0.000478654,5591
2346,CA,WY,0.000919622,36234
2347,WA,WY,0.002887195,21606
2348,MD,WY,0.000302575,1818
2349,SC,WY,0.001059693,5344
2350,NV,WY,0.007984286,24141
2351,AK,WY,0.001658767,1191
2352,NE,WY,0.060838661,116972
2353,TX,WY,0.001730617,49474
2354,SD,WY,0.085366367,75018
2355,MI,WY,0.00220672,22050
2356,AZ,WY,0.00746922,53420
2357,CO,WY,0.053581566,303246
2358,WY,WY,1.27618983,733485
2359,CT,WY,0.000545466,1945
2360,GA,WY,0.002477204,25902
2361,AR,WY,0.005646212,16987
2362,NC,WY,0.000189089,1945
2363,MT,WY,0.177168418,187576
2364,TN,WY,0.001296126,8748
2365,NM,WY,0.004049863,8439
2366,LA,WY,0.003097513,14385
2367,OR,WY,0.003353257,14044
