,Airline,Airline ID,Source airport,Source airport ID,Destination airport,Destination airport ID,Codeshare,Stops,Equipment,Name,ICAO code,Source state,Destination state
44519,WN,4547,SLC,3536,LAX,3484,,0.0,73C,,,UT,CA
44520,AA,24,SMF,3817,LAX,3484,Y,0.0,CRJ,,,CA,CA
44521,AS,439,SMF,3817,LAX,3484,Y,0.0,CRJ,,,CA,CA
44522,UA,5209,SMF,3817,LAX,3484,Y,0.0,CRJ,,,CA,CA
44523,US,5265,SMF,3817,LAX,3484,Y,0.0,CRJ,,,CA,CA
44524,WN,4547,SMF,3817,LAX,3484,,0.0,733,Boeing 737-300,B733,CA,CA
44525,WN,4547,SMF,3817,LAX,3484,,0.0,738,Boeing 737-800,B738,CA,CA
44526,DL,2009,SMF,3817,LAX,3484,Y,0.0,CR9,Canadair Regional Jet 900,CRJ9,CA,CA
44527,FL,1316,SMF,3817,LAX,3484,Y,0.0,73W,,,CA,CA
44528,WN,4547,SMF,3817,LAX,3484,,0.0,73W,,,CA,CA
44529,WN,4547,SMF,3817,LAX,3484,,0.0,73H,,,CA,CA
44530,DL,2009,SMF,3817,LAX,3484,Y,0.0,CR7,Canadair Regional Jet 700,CRJ7,CA,CA
44531,UA,5209,SMF,3817,LAX,3484,Y,0.0,CR7,Canadair Regional Jet 700,CRJ7,CA,CA
44532,WN,4547,SMF,3817,LAX,3484,,0.0,73C,,,CA,CA
44533,AA,24,STL,3678,LAX,3484,,0.0,M83,McDonnell Douglas MD-83,MD83,MO,CA
44534,AS,439,STL,3678,LAX,3484,Y,0.0,M83,McDonnell Douglas MD-83,MD83,MO,CA
44535,US,5265,STL,3678,LAX,3484,,0.0,M83,McDonnell Douglas MD-83,MD83,MO,CA
44536,FL,1316,STL,3678,LAX,3484,Y,0.0,73W,,,MO,CA
44537,WN,4547,STL,3678,LAX,3484,,0.0,73W,,,MO,CA
44538,AA,24,TUS,3636,LAX,3484,Y,0.0,CRJ,,,AZ,CA
44539,AS,439,TUS,3636,LAX,3484,Y,0.0,CRJ,,,AZ,CA
44540,UA,5209,TUS,3636,LAX,3484,Y,0.0,CRJ,,,AZ,CA
44541,US,5265,TUS,3636,LAX,3484,,0.0,CRJ,,,AZ,CA
44542,WN,4547,TUS,3636,LAX,3484,,0.0,733,Boeing 737-300,B733,AZ,CA
44543,WN,4547,TUS,3636,LAX,3484,,0.0,73W,,,AZ,CA
44544,WN,4547,TUS,3636,LAX,3484,,0.0,73H,,,AZ,CA
44545,UA,5209,TUS,3636,LAX,3484,Y,0.0,CR7,Canadair Regional Jet 700,CRJ7,AZ,CA
44546,FL,1316,TUS,3636,LAX,3484,Y,0.0,73C,,,AZ,CA
44547,WN,4547,TUS,3636,LAX,3484,,0.0,73C,,,AZ,CA
44550,UA,5209,YUM,3596,LAX,3484,Y,0.0,EM2,Embraer EMB 120 Brasilia,E120,AZ,CA
44558,F9,2468,DEN,3751,LAX,3484,,0.0,319,Airbus A319,A319,CO,CA
44559,UA,5209,DEN,3751,LAX,3484,,0.0,319,Airbus A319,A319,CO,CA
44560,F9,2468,DEN,3751,LAX,3484,,0.0,320,Airbus A320,A320,CO,CA
44561,UA,5209,DEN,3751,LAX,3484,,0.0,320,Airbus A320,A320,CO,CA
44562,WN,4547,DEN,3751,LAX,3484,,0.0,733,Boeing 737-300,B733,CO,CA
44563,UA,5209,DEN,3751,LAX,3484,,0.0,738,Boeing 737-800,B738,CO,CA
44564,UA,5209,DEN,3751,LAX,3484,,0.0,752,Boeing 757-200,B752,CO,CA
44565,FL,1316,DEN,3751,LAX,3484,Y,0.0,73W,,,CO,CA
44566,WN,4547,DEN,3751,LAX,3484,,0.0,73W,,,CO,CA
44567,WN,4547,DEN,3751,LAX,3484,,0.0,73H,,,CO,CA
44568,UA,5209,DEN,3751,LAX,3484,,0.0,739,Boeing 737-900,B739,CO,CA
44569,AA,24,DEN,3751,LAX,3484,Y,0.0,CR7,Canadair Regional Jet 700,CRJ7,CO,CA
44570,AS,439,DEN,3751,LAX,3484,Y,0.0,CR7,Canadair Regional Jet 700,CRJ7,CO,CA
44571,US,5265,DEN,3751,LAX,3484,,0.0,CR7,Canadair Regional Jet 700,CRJ7,CO,CA
44572,FL,1316,DEN,3751,LAX,3484,Y,0.0,73C,,,CO,CA
44573,WN,4547,DEN,3751,LAX,3484,,0.0,73C,,,CO,CA
44574,UA,5209,DEN,3751,LAX,3484,,0.0,753,Boeing 757-300,B753,CO,CA
44575,UA,5209,EWR,3494,LAX,3484,,0.0,319,Airbus A319,A319,NJ,CA
44576,VX,5331,EWR,3494,LAX,3484,,0.0,320,Airbus A320,A320,NJ,CA
44577,UA,5209,EWR,3494,LAX,3484,,0.0,738,Boeing 737-800,B738,NJ,CA
44578,UA,5209,EWR,3494,LAX,3484,,0.0,752,Boeing 757-200,B752,NJ,CA
44579,UA,5209,EWR,3494,LAX,3484,,0.0,739,Boeing 737-900,B739,NJ,CA
44580,UA,5209,EWR,3494,LAX,3484,,0.0,753,Boeing 757-300,B753,NJ,CA
44581,UA,5209,IAD,3714,LAX,3484,,0.0,319,Airbus A319,A319,DC,CA
44582,VX,5331,IAD,3714,LAX,3484,,0.0,319,Airbus A319,A319,DC,CA
44583,UA,5209,IAD,3714,LAX,3484,,0.0,320,Airbus A320,A320,DC,CA
44584,VX,5331,IAD,3714,LAX,3484,,0.0,320,Airbus A320,A320,DC,CA
44585,AA,24,IAD,3714,LAX,3484,,0.0,738,Boeing 737-800,B738,DC,CA
44586,UA,5209,IAD,3714,LAX,3484,,0.0,738,Boeing 737-800,B738,DC,CA
44587,US,5265,IAD,3714,LAX,3484,,0.0,738,Boeing 737-800,B738,DC,CA
44588,UA,5209,IAD,3714,LAX,3484,,0.0,752,Boeing 757-200,B752,DC,CA
44589,UA,5209,IAD,3714,LAX,3484,,0.0,739,Boeing 737-900,B739,DC,CA
44590,UA,5209,IAD,3714,LAX,3484,,0.0,753,Boeing 757-300,B753,DC,CA
44591,NK,4687,MSP,3858,LAX,3484,,0.0,319,Airbus A319,A319,MN,CA
44592,DL,2009,MSP,3858,LAX,3484,,0.0,320,Airbus A320,A320,MN,CA
44593,SY,4356,MSP,3858,LAX,3484,,0.0,73G,Boeing 737-700,B737,MN,CA
44594,DL,2009,MSP,3858,LAX,3484,,0.0,763,Boeing 767-300,B763,MN,CA
44595,DL,2009,MSP,3858,LAX,3484,,0.0,738,Boeing 737-800,B738,MN,CA
44596,SY,4356,MSP,3858,LAX,3484,,0.0,738,Boeing 737-800,B738,MN,CA
44597,DL,2009,MSP,3858,LAX,3484,,0.0,739,Boeing 737-900,B739,MN,CA
44598,UA,5209,MSP,3858,LAX,3484,Y,0.0,CR7,Canadair Regional Jet 700,CRJ7,MN,CA
44599,AF,137,MSP,3858,LAX,3484,Y,0.0,757,Boeing 757,\N,MN,CA
44600,AS,439,MSP,3858,LAX,3484,Y,0.0,757,Boeing 757,\N,MN,CA
44601,DL,2009,MSP,3858,LAX,3484,,0.0,757,Boeing 757,\N,MN,CA
44602,KL,3090,MSP,3858,LAX,3484,Y,0.0,757,Boeing 757,\N,MN,CA
44603,AS,439,MSP,3858,LAX,3484,Y,0.0,753,Boeing 757-300,B753,MN,CA
44604,DL,2009,MSP,3858,LAX,3484,,0.0,753,Boeing 757-300,B753,MN,CA
44605,UA,5209,PDX,3720,LAX,3484,Y,0.0,CRJ,,,OR,CA
44606,AA,24,PDX,3720,LAX,3484,Y,0.0,737,Boeing 737,\N,OR,CA
44607,AS,439,PDX,3720,LAX,3484,,0.0,734,Boeing 737-400,B734,OR,CA
44608,AS,439,PDX,3720,LAX,3484,,0.0,73G,Boeing 737-700,B737,OR,CA
44609,DL,2009,PDX,3720,LAX,3484,Y,0.0,CR9,Canadair Regional Jet 900,CRJ9,OR,CA
44610,AS,439,PDX,3720,LAX,3484,,0.0,73H,,,OR,CA
44611,AS,439,PDX,3720,LAX,3484,,0.0,739,Boeing 737-900,B739,OR,CA
44612,DL,2009,PDX,3720,LAX,3484,Y,0.0,CR7,Canadair Regional Jet 700,CRJ7,OR,CA
44613,UA,5209,PDX,3720,LAX,3484,Y,0.0,CR7,Canadair Regional Jet 700,CRJ7,OR,CA
44614,AS,439,PDX,3720,LAX,3484,,0.0,73J,,,OR,CA
44615,UA,5209,SFO,3469,LAX,3484,,0.0,319,Airbus A319,A319,CA,CA
44616,VX,5331,SFO,3469,LAX,3484,,0.0,319,Airbus A319,A319,CA,CA
44617,UA,5209,SFO,3469,LAX,3484,,0.0,320,Airbus A320,A320,CA,CA
44618,VX,5331,SFO,3469,LAX,3484,,0.0,320,Airbus A320,A320,CA,CA
44619,WN,4547,SFO,3469,LAX,3484,,0.0,733,Boeing 737-300,B733,CA,CA
44620,AA,24,SFO,3469,LAX,3484,,0.0,738,Boeing 737-800,B738,CA,CA
44621,AS,439,SFO,3469,LAX,3484,Y,0.0,738,Boeing 737-800,B738,CA,CA
44622,UA,5209,SFO,3469,LAX,3484,,0.0,738,Boeing 737-800,B738,CA,CA
44623,US,5265,SFO,3469,LAX,3484,,0.0,738,Boeing 737-800,B738,CA,CA
44624,UA,5209,SFO,3469,LAX,3484,,0.0,752,Boeing 757-200,B752,CA,CA
44625,WN,4547,SFO,3469,LAX,3484,,0.0,73W,,,CA,CA
44626,UA,5209,SFO,3469,LAX,3484,,0.0,739,Boeing 737-900,B739,CA,CA
44627,DL,2009,SFO,3469,LAX,3484,Y,0.0,E75,Embraer 175,\N,CA,CA
44628,WN,4547,SFO,3469,LAX,3484,,0.0,73C,,,CA,CA
44629,UA,5209,SFO,3469,LAX,3484,,0.0,753,Boeing 757-300,B753,CA,CA
44654,UA,5209,IAH,3550,LAX,3484,,0.0,319,Airbus A319,A319,TX,CA
44655,NK,4687,IAH,3550,LAX,3484,,0.0,320,Airbus A320,A320,TX,CA
44656,UA,5209,IAH,3550,LAX,3484,,0.0,320,Airbus A320,A320,TX,CA
44657,UA,5209,IAH,3550,LAX,3484,,0.0,738,Boeing 737-800,B738,TX,CA
44658,UA,5209,IAH,3550,LAX,3484,,0.0,752,Boeing 757-200,B752,TX,CA
44659,UA,5209,IAH,3550,LAX,3484,,0.0,739,Boeing 737-900,B739,TX,CA
44660,AA,24,IAH,3550,LAX,3484,Y,0.0,CR7,Canadair Regional Jet 700,CRJ7,TX,CA
44661,AS,439,IAH,3550,LAX,3484,Y,0.0,CR7,Canadair Regional Jet 700,CRJ7,TX,CA
44662,US,5265,IAH,3550,LAX,3484,,0.0,CR7,Canadair Regional Jet 700,CRJ7,TX,CA
44663,UA,5209,IAH,3550,LAX,3484,,0.0,753,Boeing 757-300,B753,TX,CA
44664,AA,24,AUS,3673,LAX,3484,,0.0,738,Boeing 737-800,B738,TX,CA
44665,AS,439,AUS,3673,LAX,3484,Y,0.0,738,Boeing 737-800,B738,TX,CA
44666,US,5265,AUS,3673,LAX,3484,,0.0,738,Boeing 737-800,B738,TX,CA
44667,AA,24,AUS,3673,LAX,3484,,0.0,M83,McDonnell Douglas MD-83,MD83,TX,CA
44668,AS,439,AUS,3673,LAX,3484,Y,0.0,M83,McDonnell Douglas MD-83,MD83,TX,CA
44669,US,5265,AUS,3673,LAX,3484,,0.0,M83,McDonnell Douglas MD-83,MD83,TX,CA
44670,WN,4547,AUS,3673,LAX,3484,,0.0,73W,,,TX,CA
44671,UA,5209,AUS,3673,LAX,3484,Y,0.0,CR7,Canadair Regional Jet 700,CRJ7,TX,CA
44672,WN,4547,AUS,3673,LAX,3484,,0.0,73C,,,TX,CA
44673,UA,5209,COS,3819,LAX,3484,Y,0.0,CRJ,,,CO,CA
44674,UA,5209,COS,3819,LAX,3484,Y,0.0,CR7,Canadair Regional Jet 700,CRJ7,CO,CA
44675,B6,3029,JFK,3797,LAX,3484,,0.0,320,Airbus A320,A320,NY,CA
44676,VX,5331,JFK,3797,LAX,3484,,0.0,320,Airbus A320,A320,NY,CA
44677,AS,439,JFK,3797,LAX,3484,Y,0.0,321,Airbus A321,A321,NY,CA
44678,DL,2009,JFK,3797,LAX,3484,,0.0,752,Boeing 757-200,B752,NY,CA
44679,QF,4089,JFK,3797,LAX,3484,,0.0,744,Boeing 747-400,B744,NY,CA
44680,UA,5209,JFK,3797,LAX,3484,,0.0,757,Boeing 757,\N,NY,CA
44681,AA,24,JFK,3797,LAX,3484,,0.0,32B,,,NY,CA
44682,US,5265,JFK,3797,LAX,3484,,0.0,32B,,,NY,CA
44683,AA,24,JFK,3797,LAX,3484,,0.0,762,Boeing 767-200,B762,NY,CA
44684,AS,439,JFK,3797,LAX,3484,Y,0.0,762,Boeing 767-200,B762,NY,CA
44685,US,5265,JFK,3797,LAX,3484,,0.0,762,Boeing 767-200,B762,NY,CA
44686,DL,2009,JFK,3797,LAX,3484,,0.0,76W,,,NY,CA
44687,AA,24,MFR,4101,LAX,3484,Y,0.0,DH4,De Havilland Canada DHC-8-400 Dash 8Q,DH8D,OR,CA
44688,AS,439,MFR,4101,LAX,3484,Y,0.0,DH4,De Havilland Canada DHC-8-400 Dash 8Q,DH8D,OR,CA
44689,G4,35,MFR,4101,LAX,3484,,0.0,M80,,,OR,CA
44690,AA,24,OKC,3863,LAX,3484,Y,0.0,CR7,Canadair Regional Jet 700,CRJ7,OK,CA
44691,AS,439,OKC,3863,LAX,3484,Y,0.0,CR7,Canadair Regional Jet 700,CRJ7,OK,CA
44692,UA,5209,OKC,3863,LAX,3484,Y,0.0,CR7,Canadair Regional Jet 700,CRJ7,OK,CA
44693,US,5265,OKC,3863,LAX,3484,Y,0.0,CR7,Canadair Regional Jet 700,CRJ7,OK,CA
44694,FL,1316,SAT,3621,LAX,3484,Y,0.0,73W,,,TX,CA
44695,WN,4547,SAT,3621,LAX,3484,,0.0,73W,,,TX,CA
44696,WN,4547,SAT,3621,LAX,3484,,0.0,73H,,,TX,CA
44697,UA,5209,SAT,3621,LAX,3484,Y,0.0,CR7,Canadair Regional Jet 700,CRJ7,TX,CA
44698,DL,2009,TPA,3646,LAX,3484,,0.0,320,Airbus A320,A320,FL,CA
44713,UA,5209,BOI,3495,LAX,3484,Y,0.0,CR7,Canadair Regional Jet 700,CRJ7,ID,CA
44720,AA,24,PBI,3722,LAX,3484,,0.0,738,Boeing 737-800,B738,FL,CA
44721,US,5265,PBI,3722,LAX,3484,Y,0.0,738,Boeing 737-800,B738,FL,CA
44725,VX,5331,MCO,3878,LAX,3484,,0.0,320,Airbus A320,A320,FL,CA
44726,AA,24,MCO,3878,LAX,3484,,0.0,738,Boeing 737-800,B738,FL,CA
44727,AS,439,MCO,3878,LAX,3484,Y,0.0,738,Boeing 737-800,B738,FL,CA
44728,US,5265,MCO,3878,LAX,3484,,0.0,738,Boeing 737-800,B738,FL,CA
44729,UA,5209,MCO,3878,LAX,3484,,0.0,752,Boeing 757-200,B752,FL,CA
44730,DL,2009,MCO,3878,LAX,3484,,0.0,739,Boeing 737-900,B739,FL,CA
44731,AA,24,MCO,3878,LAX,3484,,0.0,757,Boeing 757,\N,FL,CA
44732,AS,439,MCO,3878,LAX,3484,Y,0.0,757,Boeing 757,\N,FL,CA
44733,DL,2009,MCO,3878,LAX,3484,,0.0,757,Boeing 757,\N,FL,CA
44734,US,5265,MCO,3878,LAX,3484,,0.0,757,Boeing 757,\N,FL,CA
44735,FL,1316,MDW,3747,LAX,3484,Y,0.0,73W,,,IL,CA
44736,WN,4547,MDW,3747,LAX,3484,,0.0,73W,,,IL,CA
44737,FL,1316,MDW,3747,LAX,3484,Y,0.0,73H,,,IL,CA
44738,WN,4547,MDW,3747,LAX,3484,,0.0,73H,,,IL,CA
44742,NH,324,HND,2359,LAX,3484,,0.0,777,Boeing 777,\N,NV,CA
44743,UA,5209,HND,2359,LAX,3484,Y,0.0,777,Boeing 777,\N,NV,CA
44744,DL,2009,HND,2359,LAX,3484,,0.0,76W,,,NV,CA
44760,AA,24,ANC,3774,LAX,3484,Y,0.0,737,Boeing 737,\N,AK,CA
44761,AS,439,ANC,3774,LAX,3484,,0.0,73H,,,AK,CA
44762,UA,5209,BWI,3849,LAX,3484,,0.0,319,Airbus A319,A319,MD,CA
44763,FL,1316,BWI,3849,LAX,3484,Y,0.0,738,Boeing 737-800,B738,MD,CA
44764,UA,5209,BWI,3849,LAX,3484,,0.0,738,Boeing 737-800,B738,MD,CA
44765,WN,4547,BWI,3849,LAX,3484,,0.0,738,Boeing 737-800,B738,MD,CA
44766,WN,4547,BWI,3849,LAX,3484,,0.0,73H,,,MD,CA
44774,NK,4687,FLL,3533,LAX,3484,,0.0,319,Airbus A319,A319,FL,CA
44775,B6,3029,FLL,3533,LAX,3484,,0.0,320,Airbus A320,A320,FL,CA
44776,VX,5331,FLL,3533,LAX,3484,,0.0,320,Airbus A320,A320,FL,CA
44777,DL,2009,GEG,3467,LAX,3484,Y,0.0,CR9,Canadair Regional Jet 900,CRJ9,WA,CA
44778,DL,2009,LAS,3877,LAX,3484,,0.0,319,Airbus A319,A319,NV,CA
44779,NK,4687,LAS,3877,LAX,3484,,0.0,319,Airbus A319,A319,NV,CA
44780,UA,5209,LAS,3877,LAX,3484,,0.0,319,Airbus A319,A319,NV,CA
44781,UA,5209,LAS,3877,LAX,3484,,0.0,320,Airbus A320,A320,NV,CA
44782,VX,5331,LAS,3877,LAX,3484,,0.0,320,Airbus A320,A320,NV,CA
44783,4B,20565,LAS,3877,LAX,3484,,0.0,PL2,Pilatus PC-12,PC12,NV,CA
44784,WN,4547,LAS,3877,LAX,3484,,0.0,733,Boeing 737-300,B733,NV,CA
44785,AA,24,LAS,3877,LAX,3484,,0.0,738,Boeing 737-800,B738,NV,CA
44786,UA,5209,LAS,3877,LAX,3484,,0.0,738,Boeing 737-800,B738,NV,CA
44787,US,5265,LAS,3877,LAX,3484,,0.0,738,Boeing 737-800,B738,NV,CA
44788,UA,5209,LAS,3877,LAX,3484,,0.0,752,Boeing 757-200,B752,NV,CA
44789,FL,1316,LAS,3877,LAX,3484,Y,0.0,73W,,,NV,CA
44790,WN,4547,LAS,3877,LAX,3484,,0.0,73W,,,NV,CA
44791,UA,5209,LAS,3877,LAX,3484,,0.0,739,Boeing 737-900,B739,NV,CA
44792,WN,4547,LAS,3877,LAX,3484,,0.0,73C,,,NV,CA
44793,AA,24,MIA,3576,LAX,3484,,0.0,777,Boeing 777,\N,FL,CA
44794,AS,439,MIA,3576,LAX,3484,Y,0.0,777,Boeing 777,\N,FL,CA
44795,US,5265,MIA,3576,LAX,3484,,0.0,777,Boeing 777,\N,FL,CA
44796,AA,24,MIA,3576,LAX,3484,,0.0,763,Boeing 767-300,B763,FL,CA
44797,AS,439,MIA,3576,LAX,3484,Y,0.0,763,Boeing 767-300,B763,FL,CA
44798,US,5265,MIA,3576,LAX,3484,,0.0,763,Boeing 767-300,B763,FL,CA
44799,AA,24,MIA,3576,LAX,3484,,0.0,738,Boeing 737-800,B738,FL,CA
44800,AS,439,MIA,3576,LAX,3484,Y,0.0,738,Boeing 737-800,B738,FL,CA
44801,DL,2009,MIA,3576,LAX,3484,,0.0,738,Boeing 737-800,B738,FL,CA
44802,AA,24,MIA,3576,LAX,3484,,0.0,757,Boeing 757,\N,FL,CA
44803,AS,439,MIA,3576,LAX,3484,Y,0.0,757,Boeing 757,\N,FL,CA
44804,US,5265,MIA,3576,LAX,3484,,0.0,757,Boeing 757,\N,FL,CA
44807,WN,4547,OAK,3453,LAX,3484,,0.0,733,Boeing 737-300,B733,CA,CA
44808,WN,4547,OAK,3453,LAX,3484,,0.0,738,Boeing 737-800,B738,CA,CA
44809,FL,1316,OAK,3453,LAX,3484,Y,0.0,73W,,,CA,CA
44810,WN,4547,OAK,3453,LAX,3484,,0.0,73W,,,CA,CA
44811,WN,4547,OAK,3453,LAX,3484,,0.0,73H,,,CA,CA
44812,DL,2009,OAK,3453,LAX,3484,Y,0.0,CR7,Canadair Regional Jet 700,CRJ7,CA,CA
44813,FL,1316,OAK,3453,LAX,3484,Y,0.0,73C,,,CA,CA
44814,WN,4547,OAK,3453,LAX,3484,,0.0,73C,,,CA,CA
44823,VX,5331,SEA,3577,LAX,3484,,0.0,319,Airbus A319,A319,WA,CA
44824,UA,5209,SEA,3577,LAX,3484,,0.0,320,Airbus A320,A320,WA,CA
44825,VX,5331,SEA,3577,LAX,3484,,0.0,320,Airbus A320,A320,WA,CA
44826,AA,24,SEA,3577,LAX,3484,Y,0.0,737,Boeing 737,\N,WA,CA
44827,AS,439,SEA,3577,LAX,3484,,0.0,734,Boeing 737-400,B734,WA,CA
44828,AS,439,SEA,3577,LAX,3484,,0.0,73G,Boeing 737-700,B737,WA,CA
44829,AS,439,SEA,3577,LAX,3484,,0.0,73H,,,WA,CA
44830,DL,2009,SEA,3577,LAX,3484,,0.0,73H,,,WA,CA
44831,AS,439,SEA,3577,LAX,3484,,0.0,739,Boeing 737-900,B739,WA,CA
44832,UA,5209,SEA,3577,LAX,3484,,0.0,739,Boeing 737-900,B739,WA,CA
44833,AS,439,SEA,3577,LAX,3484,,0.0,73J,,,WA,CA
44867,G4,35,PVU,7579,LAX,3484,,0.0,319,Airbus A319,A319,UT,CA
44908,AA,24,MMH,7081,LAX,3484,Y,0.0,DH4,De Havilland Canada DHC-8-400 Dash 8Q,DH8D,CA,CA
44909,AS,439,MMH,7081,LAX,3484,Y,0.0,DH4,De Havilland Canada DHC-8-400 Dash 8Q,DH8D,CA,CA
44910,AA,24,STS,6992,LAX,3484,Y,0.0,DH4,De Havilland Canada DHC-8-400 Dash 8Q,DH8D,CA,CA
44911,AS,439,STS,6992,LAX,3484,Y,0.0,DH4,De Havilland Canada DHC-8-400 Dash 8Q,DH8D,CA,CA
44912,G4,35,BLI,3777,LAX,3484,,0.0,M80,,,WA,CA
44914,UA,5209,HNL,3728,LAX,3484,,0.0,777,Boeing 777,\N,HI,CA
44915,UA,5209,HNL,3728,LAX,3484,,0.0,738,Boeing 737-800,B738,HI,CA
44916,HA,2688,HNL,3728,LAX,3484,,0.0,332,Airbus A330-200,A332,HI,CA
44917,UA,5209,HNL,3728,LAX,3484,,0.0,739,Boeing 737-900,B739,HI,CA
44918,AA,24,HNL,3728,LAX,3484,,0.0,757,Boeing 757,\N,HI,CA
44919,AF,137,HNL,3728,LAX,3484,Y,0.0,757,Boeing 757,\N,HI,CA
44920,AS,439,HNL,3728,LAX,3484,Y,0.0,757,Boeing 757,\N,HI,CA
44921,DL,2009,HNL,3728,LAX,3484,,0.0,757,Boeing 757,\N,HI,CA
44922,G4,35,HNL,3728,LAX,3484,,0.0,757,Boeing 757,\N,HI,CA
44923,KL,3090,HNL,3728,LAX,3484,Y,0.0,757,Boeing 757,\N,HI,CA
44924,US,5265,HNL,3728,LAX,3484,,0.0,757,Boeing 757,\N,HI,CA
44925,DL,2009,HNL,3728,LAX,3484,,0.0,76W,,,HI,CA
44926,DL,2009,HNL,3728,LAX,3484,,0.0,753,Boeing 757-300,B753,HI,CA
44927,UA,5209,HNL,3728,LAX,3484,,0.0,753,Boeing 757-300,B753,HI,CA
44928,UA,5209,LIH,3602,LAX,3484,,0.0,752,Boeing 757-200,B752,HI,CA
44929,AA,24,LIH,3602,LAX,3484,,0.0,757,Boeing 757,\N,HI,CA
44930,AS,439,LIH,3602,LAX,3484,Y,0.0,757,Boeing 757,\N,HI,CA
44931,DL,2009,LIH,3602,LAX,3484,,0.0,757,Boeing 757,\N,HI,CA
44932,US,5265,LIH,3602,LAX,3484,,0.0,757,Boeing 757,\N,HI,CA
44933,HA,2688,OGG,3456,LAX,3484,,0.0,763,Boeing 767-300,B763,HI,CA
44934,UA,5209,OGG,3456,LAX,3484,,0.0,738,Boeing 737-800,B738,HI,CA
44935,AA,24,OGG,3456,LAX,3484,,0.0,757,Boeing 757,\N,HI,CA
44936,AS,439,OGG,3456,LAX,3484,Y,0.0,757,Boeing 757,\N,HI,CA
44937,DL,2009,OGG,3456,LAX,3484,,0.0,757,Boeing 757,\N,HI,CA
44938,KL,3090,OGG,3456,LAX,3484,Y,0.0,757,Boeing 757,\N,HI,CA
44939,US,5265,OGG,3456,LAX,3484,,0.0,757,Boeing 757,\N,HI,CA
44940,UA,5209,OGG,3456,LAX,3484,,0.0,753,Boeing 757-300,B753,HI,CA
44941,AA,24,KOA,3514,LAX,3484,,0.0,757,Boeing 757,\N,HI,CA
44942,AS,439,KOA,3514,LAX,3484,Y,0.0,757,Boeing 757,\N,HI,CA
44943,DL,2009,KOA,3514,LAX,3484,,0.0,757,Boeing 757,\N,HI,CA
44944,US,5265,KOA,3514,LAX,3484,,0.0,757,Boeing 757,\N,HI,CA
44945,UA,5209,KOA,3514,LAX,3484,,0.0,753,Boeing 757-300,B753,HI,CA
44946,WN,4547,HOU,3566,LAX,3484,,0.0,738,Boeing 737-800,B738,TX,CA
44947,FL,1316,HOU,3566,LAX,3484,,0.0,73W,,,TX,CA
44948,WN,4547,HOU,3566,LAX,3484,,0.0,73W,,,TX,CA
44949,WN,4547,HOU,3566,LAX,3484,,0.0,73H,,,TX,CA
44950,ZK,2607,IGM,6132,LAX,3484,,0.0,BE1,,,AZ,CA
44951,ZK,2607,MCE,7122,LAX,3484,,0.0,BE1,,,CA,CA
44952,ZK,2607,PRC,3446,LAX,3484,,0.0,BE1,,,AZ,CA
44953,ZK,2607,VIS,7121,LAX,3484,,0.0,BE1,,,CA,CA
44954,UA,5209,ITO,3415,LAX,3484,,0.0,738,Boeing 737-800,B738,HI,CA
44956,UA,5209,SMX,5772,LAX,3484,Y,0.0,EM2,Embraer EMB 120 Brasilia,E120,CA,CA
44957,UA,5209,ASE,7001,LAX,3484,Y,0.0,CR7,Canadair Regional Jet 700,CRJ7,CO,CA
45021,AF,137,ATL,3682,MIA,3576,Y,0.0,320,Airbus A320,A320,GA,FL
45022,AS,439,ATL,3682,MIA,3576,Y,0.0,320,Airbus A320,A320,GA,FL
45023,DL,2009,ATL,3682,MIA,3576,,0.0,320,Airbus A320,A320,GA,FL
45024,KL,3090,ATL,3682,MIA,3576,Y,0.0,320,Airbus A320,A320,GA,FL
45025,VA,5360,ATL,3682,MIA,3576,Y,0.0,320,Airbus A320,A320,GA,FL
45026,VS,5347,ATL,3682,MIA,3576,Y,0.0,320,Airbus A320,A320,GA,FL
45027,DL,2009,ATL,3682,MIA,3576,,0.0,,,,GA,FL
45028,AA,24,ATL,3682,MIA,3576,,0.0,738,Boeing 737-800,B738,GA,FL
45029,BA,1355,ATL,3682,MIA,3576,Y,0.0,738,Boeing 737-800,B738,GA,FL
45030,IB,2822,ATL,3682,MIA,3576,Y,0.0,738,Boeing 737-800,B738,GA,FL
45031,US,5265,ATL,3682,MIA,3576,Y,0.0,738,Boeing 737-800,B738,GA,FL
45032,US,5265,ATL,3682,MIA,3576,Y,0.0,ER4,Embraer RJ145,E145,GA,FL
45033,AS,439,ATL,3682,MIA,3576,Y,0.0,73H,,,GA,FL
45034,AZ,596,ATL,3682,MIA,3576,Y,0.0,73H,,,GA,FL
45035,DL,2009,ATL,3682,MIA,3576,,0.0,73H,,,GA,FL
45036,VA,5360,ATL,3682,MIA,3576,Y,0.0,73H,,,GA,FL
45037,BA,1355,ATL,3682,MIA,3576,Y,0.0,ERD,Embraer RJ140,E135,GA,FL
45038,US,5265,ATL,3682,MIA,3576,Y,0.0,ERD,Embraer RJ140,E135,GA,FL
45039,AF,137,ATL,3682,MIA,3576,Y,0.0,757,Boeing 757,\N,GA,FL
45040,AS,439,ATL,3682,MIA,3576,Y,0.0,757,Boeing 757,\N,GA,FL
45041,AZ,596,ATL,3682,MIA,3576,Y,0.0,757,Boeing 757,\N,GA,FL
45042,DL,2009,ATL,3682,MIA,3576,,0.0,757,Boeing 757,\N,GA,FL
45043,KL,3090,ATL,3682,MIA,3576,Y,0.0,757,Boeing 757,\N,GA,FL
